178 1.702148186001068
358 7.0920551829985925
537 14.80383639700085
716 27.036569779000274
895 42.50212779299909
1074 60.62079575499956
1253 79.95749521499965
1432 106.70597119100057
1611 133.11199557700093
1790 163.6186916459992
1969 198.7949828569981
2148 241.14846335900074
2327 275.54157621099876
2506 323.21790532199884
2685 371.2902065499984
2874 429.9122819590011
3053 485.3227513310012
3232 545.8207333389983
3411 603.358232573999
3590 678.7062732650011
3769 751.5540622980006
3948 825.5856482350027
4127 890.4519602930013
4306 973.5664472669996
4461 1045.847815618487
